method,mAP,Rank-1,Rank-5,Rank-10
TransReID rerank,0.1520067275101482,0.0949999988079071,0.20499999821186066,0.27000001072883606
CLIP-ReID rerank,0.2489750141069928,0.18000000715255737,0.33500000834465027,0.4650000035762787
fixed alpha=0.400 rerank,0.21079261482709796,0.13500000536441803,0.2750000059604645,0.375
